customer_id,product_id,quantity,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,parent_categories,days_since_purchase,total_purchases,unique_products,total_unique_product_sold,last_purchase,recency_div_product,next_purchase_weeks
5360,12881,1,453,4,0,458,-1,-1,"[3898, 3898, 3898, 3898, 2028, 2028, 3572]",36,24,18,11,54,8,2
5360,12881,2,453,4,0,458,-1,-1,"[3898, 3898, 3898, 3898, 2028, 2028, 3572]",24,24,18,11,30,8,3
5370,24299,1,514,4,0,377,3,176,"[728, 2762, 3781, 3723, 2457, 2497, 3898, 510, 1543, 1543, 3898, 3898, 3898, 3898, 3898, 3898, 3898]",104,3,2,2,17,11,4
5375,12803,2,643,4,0,484,0,144,[2566],31,15,14,3,153,1,1
5387,5349,1,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",182,83,50,31,125,7,4
5387,5349,2,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",119,83,50,31,6,7,2
5387,5349,2,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",109,83,50,31,14,7,2
5387,5349,2,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",98,83,50,31,171,7,4
5387,5349,4,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",76,83,50,31,187,7,2
5387,5349,3,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",66,83,50,31,77,7,3
5387,5349,2,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",48,83,50,31,23,7,2
5387,5349,3,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",36,83,50,31,176,7,1
5387,5349,3,225,10,0,395,0,127,"[1739, 1840, 2497, 3898, 3295, 2346, 2369]",32,83,50,31,152,7,4
5387,15423,1,186,4,0,15,0,81,"[2012, 2231, 910, 3898, 3417, 2924, 3898]",182,83,50,2,170,13,4
5387,15651,1,827,10,0,536,0,91,"[172, 1941]",119,83,50,5,221,10,2
5387,23050,1,1411,4,0,22,0,151,"[2012, 3898, 3898, 3337, 2924, 3898, 3898, 3898, 3898]",182,83,50,4,200,26,4
5387,24368,3,225,10,0,395,0,156,"[3781, 2894]",109,83,50,20,42,11,2
5387,24368,3,225,10,0,395,0,156,"[3781, 2894]",66,83,50,20,19,11,3
5387,24368,3,225,10,0,395,0,156,"[3781, 2894]",48,83,50,20,11,11,3
5387,24368,2,225,10,0,395,0,156,"[3781, 2894]",32,83,50,20,81,11,4
5387,28639,1,1379,10,0,536,0,91,"[1698, 3707]",36,83,50,2,50,2,1
5398,17269,2,829,6,0,48,3,48,"[1178, 3898, 3898, 3898, 3898]",230,40,28,12,181,1,3
5402,5468,1,225,4,0,395,0,163,"[1739, 2497, 2346, 2369]",172,35,23,3,234,20,4
5402,29657,2,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",104,35,23,12,45,17,4
5408,3090,1,408,4,1,334,0,44,"[1932, 1932]",244,74,61,8,113,30,4
5408,3090,1,408,4,1,334,0,44,"[1932, 1932]",184,74,61,8,228,30,3
5408,3090,1,408,4,1,334,0,44,"[1932, 1932]",112,74,61,8,48,30,4
5408,18430,1,362,4,0,453,3,166,"[100, 1623, 3898]",203,74,61,3,26,39,3
5408,23534,1,1180,4,0,398,0,129,"[370, 3898, 3898, 2901, 2901, 3898, 3898, 3898]",136,74,61,4,74,33,4
5409,1970,1,703,4,0,291,0,44,"[3027, 1451, 1682, 2231, 2762, 1840, 1396, 3368, 2965, 2622, 3819, 3898, 3898, 3898, 3898, 3233, 1557, 3898, 3781, 2231, 2231, 2231, 1812, 1812]",134,68,33,6,66,36,3
5409,13048,1,1010,10,0,503,0,17,"[431, 696, 3898, 275]",23,68,33,7,183,28,3
5409,14800,1,669,10,0,503,0,45,[422],23,68,33,7,136,33,3
5415,23175,2,958,6,0,491,3,105,"[370, 119, 3898]",25,34,29,5,228,15,2
5421,22688,1,703,10,0,58,3,72,"[2364, 1178, 3870, 3162, 3898, 3898, 3898, 3898, 3898]",70,69,54,11,50,20,3
5421,22688,1,703,10,0,58,3,72,"[2364, 1178, 3870, 3162, 3898, 3898, 3898, 3898, 3898]",18,69,54,11,0,20,2
5424,8546,1,706,4,0,474,0,108,"[3898, 1682, 2231, 887, 3898]",24,41,34,2,123,3,2
5424,27560,1,1201,6,0,174,3,17,"[1888, 34, 1932, 3027, 3898]",24,41,34,2,113,3,2
5424,32497,2,1232,6,0,496,0,146,"[1072, 1941, 3643]",24,41,34,4,123,1,2
5427,738,1,539,4,3,400,0,163,"[3056, 231, 576, 2471, 231]",50,34,27,2,137,13,4
5427,27745,4,323,6,0,167,0,122,"[1178, 3898]",134,34,27,6,53,0,1
5433,18630,1,6,4,0,291,0,44,"[3488, 1682, 621, 2762, 2134, 3726, 3726, 857, 3898, 3898, 1565, 1557, 3819, 3898, 3898, 3898, 3898, 3898, 3898, 3488, 3233, 2134, 2134, 2134, 452, 3655, 3655, 3726, 488, 488, 2720, 264, 3045, 3781, 3898]",132,23,15,8,13,25,4
5433,18630,1,6,4,0,291,0,44,"[3488, 1682, 621, 2762, 2134, 3726, 3726, 857, 3898, 3898, 1565, 1557, 3819, 3898, 3898, 3898, 3898, 3898, 3898, 3488, 3233, 2134, 2134, 2134, 452, 3655, 3655, 3726, 488, 488, 2720, 264, 3045, 3781, 3898]",107,23,15,8,81,25,4
5433,31354,3,105,4,0,469,0,-1,"[3898, 3898, 3898, 3898, 2915, 2915]",28,23,15,13,145,1,3
5436,6263,1,994,4,0,487,3,66,"[2385, 3183, 3183]",229,37,27,9,116,25,3
5436,15092,1,1201,4,0,39,3,140,"[1880, 1178, 2231, 3898, 3898, 3898]",229,37,27,3,59,59,3
5450,395,1,745,4,0,399,3,163,"[3027, 3027, 3027, 2597, 2012, 2231, 1480, 1543, 1543, 3337, 861, 3898, 3898, 3898, 3898, 3898, 3898, 1543, 1543, 3162, 3898, 3898, 3898]",43,62,52,3,14,69,4
5450,24368,1,225,10,0,395,0,156,"[3781, 2894]",188,62,52,5,63,34,4
5450,24368,2,225,10,0,395,0,156,"[3781, 2894]",43,62,52,5,185,34,4
5453,2787,1,1324,10,0,421,3,3,"[3898, 2385, 2364, 3328, 3144, 3027, 2385, 1841, 1841, 3898, 3898, 3898, 3898]",77,28,24,5,122,29,2
5453,26545,1,225,4,0,395,0,163,"[2497, 510, 621, 3898, 3898]",155,28,24,2,7,12,4
5463,7913,2,1180,10,0,345,0,95,"[1678, 2542, 2542, 489]",47,27,24,8,125,14,3
5465,8366,5,1108,4,0,536,3,140,"[1739, 2346, 2369]",44,32,26,6,205,1,2
5471,2517,2,361,6,0,276,3,17,"[3137, 2707, 2657, 3605, 654, 3898, 3898, 3898, 2597, 3898]",35,31,22,3,40,8,4
5471,13372,6,986,10,0,492,0,121,[1666],56,31,22,18,17,0,2
5473,13724,1,383,10,0,489,3,84,"[2012, 3898]",69,28,21,3,50,6,2
5473,13724,1,383,10,0,489,3,84,"[2012, 3898]",59,28,21,3,18,6,2
5473,21521,1,1383,10,1,503,0,-1,"[3189, 3860]",69,28,21,2,50,5,2
5473,23402,2,194,10,0,503,3,85,"[3189, 3764, 3189, 3898]",218,28,21,13,48,12,4
5485,10792,1,810,10,0,503,0,17,"[2914, 431, 148]",210,26,19,4,28,22,4
5486,361,2,322,6,0,536,0,46,[1890],161,16,13,4,127,4,3
5487,25557,1,888,4,0,279,0,44,"[2006, 2231, 2762, 510, 1282, 3898, 3898, 3898, 1543, 1543, 1282]",139,29,23,2,198,9,3
5487,29657,3,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",200,29,23,8,22,7,3
5490,2853,3,801,4,3,474,0,10,"[100, 2155, 1712]",51,49,33,9,17,0,2
5490,8055,7,18,10,0,345,0,84,"[1739, 380, 2433, 2433, 101, 2346]",51,49,33,22,17,9,2
5493,10612,2,539,4,0,335,3,70,"[2364, 370, 3198, 3898]",34,9,8,3,138,8,4
5494,30511,1,361,10,0,503,0,9,"[3056, 3056, 3898, 861, 861, 861, 3898, 3898, 2314, 3898]",47,46,29,5,109,33,4
5495,3601,2,1324,10,0,421,3,3,"[2364, 2385, 2385, 1841, 1841]",45,16,13,7,6,26,1
5500,10299,1,225,10,0,393,3,121,"[1739, 2457, 2457, 729, 1812, 510, 510, 729, 3723]",178,14,13,3,81,7,4
5511,1801,3,818,4,1,456,3,67,[3358],32,69,47,8,47,29,2
5511,1801,1,818,4,1,456,3,67,[3358],22,69,47,8,78,29,2
5511,1801,1,818,4,1,456,3,67,[3358],11,69,47,8,140,29,2
5511,13459,1,219,4,0,536,0,144,"[370, 2762, 370, 319, 3898, 2901, 370, 3898, 3898, 3898, 1134, 3027, 3027]",22,69,47,3,36,3,2
5511,14815,8,290,10,0,345,3,95,"[2542, 2542, 489, 3898, 1543, 1543, 1543, 729, 3027, 3781]",126,69,47,13,230,4,3
5511,14815,2,290,10,0,345,3,95,"[2542, 2542, 489, 3898, 1543, 1543, 1543, 729, 3027, 3781]",111,69,47,13,14,4,4
5511,14815,1,290,10,0,345,3,95,"[2542, 2542, 489, 3898, 1543, 1543, 1543, 729, 3027, 3781]",87,69,47,13,64,4,4
5511,15445,2,912,6,0,41,0,146,"[1178, 2231, 510, 3337, 3898, 3898]",111,69,47,6,14,12,4
5511,15445,1,912,6,0,41,0,146,"[1178, 2231, 510, 3337, 3898, 3898]",87,69,47,6,191,12,4
5513,13168,1,615,4,0,487,3,106,"[2894, 3898, 3565, 2566, 3565]",151,58,50,4,42,45,1
5513,22721,1,194,10,0,502,3,185,"[3056, 3764, 965, 965, 2928, 3329, 150, 148, 3898, 3898]",146,58,50,3,218,30,4
5518,5076,1,829,10,0,9,0,156,"[3027, 566, 3567, 510, 252, 844, 3898, 3898, 510, 1796, 1796, 3027, 714, 3898]",93,40,32,4,140,39,4
5521,23619,3,994,10,0,414,0,3,"[1031, 162, 162, 162, 2293, 2471, 930, 3059, 3059, 3059, 3059]",167,36,32,8,198,0,1
5532,28531,2,1371,10,0,344,0,95,"[2542, 2542, 489]",227,30,19,5,231,4,4
5532,28739,1,1385,4,0,474,0,-1,"[1698, 28, 28, 28]",203,30,19,9,77,9,4
5533,1782,1,6,4,3,321,0,144,"[3488, 3726, 3045, 2302, 2599, 2191, 3781, 3233, 1812, 661, 3898, 3898, 3898, 3488, 1543, 1543, 1543, 3726, 488, 2720, 3898]",77,42,31,2,21,6,2
5533,2692,1,18,4,3,321,3,144,"[1682, 380, 857, 2302, 2302, 2599, 2191, 3781, 3233, 3819, 1565, 1557, 3898, 3898]",64,42,31,2,143,8,3
5538,29149,1,1379,6,1,444,0,117,"[2364, 1682, 452, 3898]",126,26,14,7,61,30,4
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",194,38,21,10,1,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",175,38,21,10,173,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",158,38,21,10,15,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",142,38,21,10,48,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",125,38,21,10,204,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",111,38,21,10,156,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",92,38,21,10,116,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",77,38,21,10,47,15,3
5541,5111,1,974,10,0,441,3,39,"[3831, 2364, 3465]",58,38,21,10,49,15,3
5541,30772,1,1010,10,0,503,0,185,"[3189, 696, 696, 696]",111,38,21,11,77,18,3
5541,30772,1,1010,10,0,503,0,185,"[3189, 696, 696, 696]",92,38,21,11,114,18,3
5541,30772,1,1010,10,0,503,0,185,"[3189, 696, 696, 696]",77,38,21,11,201,18,3
5541,30772,1,1010,10,0,503,0,185,"[3189, 696, 696, 696]",58,38,21,11,183,18,3
5546,20271,1,1111,10,0,358,3,132,"[3703, 2542, 2542, 2542, 489]",120,39,30,5,123,23,4
5546,20924,1,186,10,0,312,0,149,"[1682, 3898, 3898]",120,39,30,3,130,22,4
5547,15651,2,827,10,0,536,0,91,"[172, 1941]",131,40,34,3,48,5,3
5549,7638,2,827,10,0,383,0,39,"[2364, 1265, 2785, 2457, 2497]",122,30,26,4,3,0,1
5549,19573,1,827,4,0,383,0,176,"[3752, 2497, 2785]",122,30,26,2,181,0,1
5554,31726,1,258,4,0,399,3,144,"[2012, 3898]",178,50,39,2,238,9,3
5564,11454,1,325,6,0,265,3,45,"[3137, 2231, 2707, 1054, 654, 1282, 3898, 3898]",185,44,36,5,35,21,4
5564,15037,2,1470,4,0,494,0,144,"[2012, 3898]",232,44,36,4,136,0,1
5564,29783,1,453,4,0,458,0,-1,"[2028, 882, 3572]",232,44,36,2,1,0,1
5569,21163,1,539,10,1,345,0,95,"[489, 1678, 2542]",232,14,12,5,97,35,4
5588,1782,2,6,4,3,321,0,144,"[3488, 3726, 3045, 2302, 2599, 2191, 3781, 3233, 1812, 661, 3898, 3898, 3898, 3488, 1543, 1543, 1543, 3726, 488, 2720, 3898]",239,28,27,3,93,6,3
5592,2697,1,737,10,1,536,3,156,[1134],160,41,33,2,216,2,1
5593,22058,1,453,4,0,458,0,-1,"[2028, 2028, 882, 3572]",48,20,19,2,116,13,4
5594,7913,3,1180,10,0,345,0,95,"[1678, 2542, 2542, 489]",242,66,42,22,228,9,4
5594,7913,3,1180,10,0,345,0,95,"[1678, 2542, 2542, 489]",220,66,42,22,31,9,4
5594,7913,3,1180,10,0,345,0,95,"[1678, 2542, 2542, 489]",62,66,42,22,126,9,4
5594,7970,1,772,10,0,503,0,17,"[431, 431, 2438]",220,66,42,9,227,22,4
5594,20189,1,772,10,3,500,0,39,"[3000, 2231, 608]",220,66,42,3,105,28,4
5596,12291,1,504,10,0,441,3,84,"[3831, 2364, 2444]",16,32,25,2,27,0,1
5596,21350,7,18,10,0,51,0,127,"[1178, 380, 910, 3162, 3898, 3898, 3898]",90,32,25,8,96,90,1
5602,25487,1,504,10,0,441,3,84,[2364],180,72,61,3,23,44,2
5605,23582,1,569,4,0,21,3,52,"[2012, 857, 3898, 621, 2924, 3898, 3898, 3898, 2231, 2231, 319, 3898, 3898]",241,51,39,12,11,18,2
5605,23582,1,569,4,0,21,3,52,"[2012, 857, 3898, 621, 2924, 3898, 3898, 3898, 2231, 2231, 319, 3898, 3898]",231,51,39,12,74,18,4
5605,23582,2,569,4,0,21,3,52,"[2012, 857, 3898, 621, 2924, 3898, 3898, 3898, 2231, 2231, 319, 3898, 3898]",210,51,39,12,127,18,3
5608,19281,2,18,4,3,71,0,53,"[1178, 380, 857, 3898, 2231, 2231, 2231, 2231, 3898, 3898]",34,43,35,8,62,20,1
5612,23735,1,603,4,0,279,3,44,"[2006, 3898]",215,47,35,2,194,12,4
5612,27936,4,618,4,0,323,0,144,"[1682, 3898, 3898, 1565, 778, 3898, 3898, 621]",27,47,35,12,27,15,3
5622,4821,1,745,4,0,282,3,66,"[2006, 2231, 1282, 861, 3898]",146,50,36,4,53,35,3
5622,4821,1,745,4,0,282,3,66,"[2006, 2231, 1282, 861, 3898]",126,50,36,4,181,35,4
5624,16735,2,580,10,0,503,0,17,"[965, 148, 148]",101,30,25,4,103,1,1
5624,21053,1,135,10,0,503,3,45,"[431, 148, 148]",101,30,25,2,28,2,1
5624,26851,1,1276,4,0,27,3,66,"[1178, 2762, 2231, 3337, 3898]",216,30,25,3,129,1,1
5625,10114,1,1324,4,0,491,3,66,"[3898, 1603, 1932, 3565, 2894, 2894, 2346, 2369]",159,12,9,2,126,10,3
5630,12646,1,1180,6,0,487,0,117,[3565],231,20,13,4,12,46,3
5635,6909,1,539,10,0,4,3,84,"[2364, 3027, 566, 772, 844, 844, 844, 844, 3898, 3898]",28,26,23,2,158,12,4
5646,21556,1,1201,4,0,29,0,176,"[2012, 2364, 3898, 3898, 3898, 3898, 3898]",157,33,25,2,15,5,2
5650,3039,2,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",227,88,20,10,50,7,2
5650,3039,2,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",216,88,20,10,37,7,2
5650,3039,2,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",207,88,20,10,29,7,4
5650,3039,2,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",182,88,20,10,57,7,3
5650,3039,1,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",164,88,20,10,50,7,2
5650,10174,1,1201,10,0,15,3,141,"[2012, 2924, 3417, 3898]",153,88,20,4,16,25,3
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",238,88,20,19,152,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",229,88,20,19,243,10,1
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",227,88,20,19,95,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",216,88,20,19,37,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",207,88,20,19,49,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",196,88,20,19,204,10,3
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",182,88,20,19,110,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",172,88,20,19,48,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",164,88,20,19,50,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",153,88,20,19,91,10,3
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",133,88,20,19,37,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",122,88,20,19,102,10,1
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",116,88,20,19,57,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",104,88,20,19,166,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",96,88,20,19,39,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",56,88,20,19,67,10,2
5650,13676,1,186,10,0,27,3,38,"[2012, 1178, 2012, 3898, 3898, 3898, 3898, 1178, 3417, 3898, 3898, 3898, 3898, 3898, 3898]",47,88,20,19,123,10,2
5650,20180,1,1201,10,3,15,3,141,"[2012, 2924, 3417, 3898]",56,88,20,2,73,4,2
5650,20769,3,1496,10,3,386,0,87,"[25, 2457]",238,88,20,27,78,7,2
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",229,88,20,27,209,7,1
5650,20769,3,1496,10,3,386,0,87,"[25, 2457]",227,88,20,27,23,7,2
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",216,88,20,27,37,7,2
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",207,88,20,27,29,7,2
5650,20769,1,1496,10,3,386,0,87,"[25, 2457]",196,88,20,27,204,7,4
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",172,88,20,27,176,7,2
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",164,88,20,27,50,7,2
5650,20769,2,1496,10,3,386,0,87,"[25, 2457]",122,88,20,27,42,7,1
5650,24051,1,325,6,0,165,0,122,"[3027, 1178, 3898, 3898, 3898, 3898, 3898]",227,88,20,6,42,36,3
5650,24051,1,325,6,0,165,0,122,"[3027, 1178, 3898, 3898, 3898, 3898, 3898]",207,88,20,6,6,36,2
5650,24051,1,325,6,0,165,0,122,"[3027, 1178, 3898, 3898, 3898, 3898, 3898]",196,88,20,6,93,36,3
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",229,88,20,18,243,12,1
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",227,88,20,18,49,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",216,88,20,18,226,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",207,88,20,18,132,12,2
5650,28981,2,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",196,88,20,18,204,12,3
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",182,88,20,18,110,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",172,88,20,18,48,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",122,88,20,18,110,12,1
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",116,88,20,18,119,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",104,88,20,18,105,12,2
5650,28981,2,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",96,88,20,18,50,12,2
5650,28981,1,325,4,0,165,3,140,"[3027, 1178, 3898, 3898]",56,88,20,18,73,12,2
5650,29856,1,186,4,0,28,0,66,"[2012, 3898]",133,88,20,17,3,7,2
5650,29856,2,186,4,0,28,0,66,"[2012, 3898]",122,88,20,17,153,7,1
5650,29856,2,186,4,0,28,0,66,"[2012, 3898]",56,88,20,17,67,7,2
5650,29856,1,186,4,0,28,0,66,"[2012, 3898]",47,88,20,17,141,7,2
5650,29856,2,186,4,0,28,0,66,"[2012, 3898]",38,88,20,17,85,7,4
5655,21690,1,1496,4,0,131,0,151,"[1603, 3898, 3898, 3898, 3898, 918]",51,43,40,2,53,13,4
5655,30676,1,827,10,0,377,0,39,"[25, 3723, 2457, 3898]",51,43,40,2,154,13,4
5657,7175,1,703,10,0,359,3,95,"[3027, 3154, 2762, 489, 225, 3536, 3536, 2231, 1678, 2542, 2266, 3898, 3898]",188,77,53,2,10,3,1
5657,19939,3,523,10,0,503,0,17,"[2917, 2061, 2061]",242,77,53,14,69,15,4
5663,3039,1,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898, 1543, 1543, 1543, 3898, 3027]",82,35,29,6,3,30,3
5667,3914,1,1201,4,0,39,0,151,"[1880, 1178, 3898, 3898, 3898]",18,30,22,2,220,5,2
5667,11967,1,827,4,0,372,-1,89,"[3898, 3898, 3898, 3898, 1566]",18,30,22,2,52,5,2
5667,16257,1,1135,4,1,395,0,44,"[1543, 2006, 3781, 3723, 2894]",18,30,22,2,81,5,2
5667,19515,1,1180,4,0,291,0,44,"[3027, 566, 3045, 252, 3898]",18,30,22,3,207,56,2
5667,22583,1,449,6,0,179,0,122,"[3056, 3056, 3898]",18,30,22,2,194,5,2
5667,26503,2,618,4,0,71,0,53,"[3027, 3027, 2182, 1178, 621, 861, 861, 3898, 3898, 3898, 3898]",18,30,22,6,158,28,2
5671,12871,2,671,10,0,379,0,87,[3723],98,14,12,7,34,1,2
5674,1252,1,378,10,0,411,0,3,"[2385, 3328, 1841, 1841, 1841]",124,40,29,3,135,17,3
5674,2321,1,1445,6,0,-1,-1,45,"[3898, 1852, 1682, 2762, 3898, 600, 73, 661, 861, 861, 861, 861, 3898, 3898, 3898, 452, 2720, 264, 3093, 3898, 3898]",124,40,29,4,22,25,3
5679,21146,1,325,4,0,267,0,78,"[3137, 3027, 3685, 3605, 3605, 1054, 3898, 3898]",133,20,18,2,143,4,2
5680,18829,1,1371,6,0,395,3,122,"[2364, 3898, 1787, 621, 3898, 3898, 3898]",116,28,24,2,232,6,2
5680,32362,2,1111,10,0,487,0,38,"[1739, 2894, 2369, 3898]",116,28,24,6,232,13,2
5681,10382,4,1040,10,0,527,0,45,"[2703, 3849, 3849, 3849, 3849, 3829]",26,70,54,9,136,2,3
5682,6363,1,286,6,0,9,0,45,"[566, 3841, 1111, 3898, 3841, 2597, 3508, 3898]",83,86,62,6,35,27,3
5682,7021,1,1324,10,0,421,3,3,"[2364, 2385, 2385, 3328, 1841, 1841, 3898, 3898]",23,86,62,3,211,69,4
5682,18006,1,847,4,3,311,3,151,"[2364, 1682, 1682, 1682, 3898, 2762, 452, 73, 3898, 3898, 3898, 3898, 3898, 3898, 3898]",148,86,62,3,229,22,4
5683,15036,1,1126,10,0,25,3,141,"[2012, 910, 3417, 3898]",77,85,70,6,14,35,4
5683,15036,1,1126,10,0,25,3,141,"[2012, 910, 3417, 3898]",21,85,70,6,22,35,4
5683,23050,1,1411,4,0,22,0,151,"[2012, 3898, 3898, 3337, 2924, 3898, 3898, 3898, 3898]",213,85,70,5,71,31,4
5683,23050,1,1411,4,0,22,0,151,"[2012, 3898, 3898, 3337, 2924, 3898, 3898, 3898, 3898]",77,85,70,5,242,31,4
5694,19739,2,1371,4,0,514,0,-1,"[3027, 3027, 566, 714, 1520, 1520, 1520]",225,40,27,3,107,7,4
5694,30546,1,632,4,0,536,3,144,"[726, 3898, 3898]",225,40,27,5,167,36,4
5699,23512,2,827,10,0,536,0,127,"[3898, 3898, 3898, 3898, 1941, 3898, 3898]",22,13,12,5,172,1,1
5702,22163,1,958,10,0,491,3,156,[119],168,35,24,2,139,12,4
5707,24953,1,504,10,0,441,3,84,"[3831, 2364, 2444]",179,13,7,4,0,23,4
5707,24953,1,504,10,0,441,3,84,"[3831, 2364, 2444]",156,13,7,4,240,23,3
5711,1932,5,186,4,0,319,0,144,"[1682, 1599, 3726, 3819, 1565, 1557]",32,13,10,15,0,3,3
5714,6478,1,1040,4,0,450,0,76,"[1223, 2589, 1637, 1637, 1637]",243,57,41,7,192,32,4
5714,16484,2,363,6,0,487,3,117,[2894],98,57,41,5,51,9,4
5714,16484,2,363,6,0,487,3,117,[2894],77,57,41,5,22,9,4
5716,8615,5,378,4,0,322,0,144,"[1682, 2134, 3781, 3819, 1565, 3819, 3898, 3898]",218,34,27,30,23,3,4
5716,8615,5,378,4,0,322,0,144,"[1682, 2134, 3781, 3819, 1565, 3819, 3898, 3898]",193,34,27,30,168,3,4
